"",,Liste,Liste,
M11.96,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. GENOU"
CMA,niv,"Listediag","Listeracine",Libellé
M11.97,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. CHEV., PIED"
M11.98,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. AUTRES"
M11.99,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. LOC. SAI"
M14.0,2,444,-,ARTHROPATHIE GOUTTEUSE DUE A UN DEFIC. ENZYM. ET AUTRES TBL. HERED.
M14.1,3,444,-,ARTHROPATHIE A MICROCRISTAUX AVEC AUTRES TBL. METAB. CL. AILL.
M14.2,2,574,-,ARTHROPATHIE DIABETIQUE
M14.6,2,574,-,ARTHROPATHIE NEUROPATHIQUE
M25.0,3,805,-,HEMARTHROSE
M25.00,3,805,-,HEMARTHROSE - SIEGES MULT.
M25.01,3,805,-,HEMARTHROSE - ARTIC. EPAULE
M25.02,3,805,-,HEMARTHROSE - ARTIC. COUDE
M25.03,3,805,-,HEMARTHROSE - ARTIC. POIGNET
M25.04,3,805,-,HEMARTHROSE - ARTIC. MAIN
M25.05,3,805,-,"HEMARTHROSE - HANCHE, SACR.IL."
M25.06,3,805,-,HEMARTHROSE - ARTIC. GENOU
M25.07,3,805,-,"HEMARTHROSE - ARTIC. CHEV., PIED"
M25.08,3,805,-,HEMARTHROSE - ARTIC. AUTRES
M25.09,3,805,-,HEMARTHROSE - ARTIC. LOC. SAI
M25.1,3,805,-,FISTULE ARTIC.
M25.10,3,805,-,FISTULE ARTIC. - SIEGES MULT.
M25.11,3,805,-,FISTULE ARTIC. - ARTIC. EPAULE
M25.12,3,805,-,FISTULE ARTIC. - ARTIC. COUDE
M25.13,3,805,-,FISTULE ARTIC. - ARTIC. POIGNET
M25.14,3,805,-,FISTULE ARTIC. - ARTIC. MAIN
M25.15,3,805,-,"FISTULE ARTIC. - HANCHE, SACR.IL."
M25.16,3,805,-,FISTULE ARTIC. - ARTIC. GENOU
M25.17,3,805,-,"FISTULE ARTIC. - ARTIC. CHEV., PIED"
M25.18,3,805,-,FISTULE ARTIC. - ARTIC. AUTRES
M25.19,3,805,-,FISTULE ARTIC. - ARTIC. LOC. SAI
M30.0,2,737,-,PERIARTERITE NOUEUSE
M30.1,2,737,-,PERIARTERITE AVEC ATTEINTE PULM.
M30.2,2,737,-,PERIARTERITE JUV.
M30.3,2,737,-,SYND. ADENO-CUTANEO-MUQ.
M30.8,2,737,-,"AFF. APPARENTEES A LA PERIARTERITE NOUEUSE, NCA"
M31.0,2,640,-,ANGEITE D'HYPERSENSIBILITE
M31.1,2,62,-,MICROANGIOPATHIE THROMBOTIQUE
M31.3,2,672,-,GRANULOMATOSE DE WEGENER
M31.4,2,640,-,SYND. DE LA CROSSE AORT.
M31.5,2,640,-,ARTERITE A CELL. GEANTES AVEC POLYMYALGIE RHUM.
M31.6,2,640,-,"ARTERITES A CELL. GEANTES, NCA"
M31.7,2,640,-,MICROPOLYANGEITE MICRO.
M31.8,2,640,-,"VASCULOPATHIES NECROSANTES PREC., NCA"
"",niv,"Listediag","Listeracine",Libellé
M11.97,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. CHEV., PIED"
M11.98,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. AUTRES"
M11.99,2,941,-,"ARTHROPATHIE DUE A DES MICROCRISTAUX, SAI - ARTIC. LOC. SAI"
M14.0,2,444,-,ARTHROPATHIE GOUTTEUSE DUE A UN DEFIC. ENZYM. ET AUTRES TBL. HERED.
M14.1,3,444,-,ARTHROPATHIE A MICROCRISTAUX AVEC AUTRES TBL. METAB. CL. AILL.
M14.2,2,574,-,ARTHROPATHIE DIABETIQUE
M14.6,2,574,-,ARTHROPATHIE NEUROPATHIQUE
M25.0,3,805,-,HEMARTHROSE
M25.00,3,805,-,HEMARTHROSE - SIEGES MULT.
M25.01,3,805,-,HEMARTHROSE - ARTIC. EPAULE
M25.02,3,805,-,HEMARTHROSE - ARTIC. COUDE
M25.03,3,805,-,HEMARTHROSE - ARTIC. POIGNET
M25.04,3,805,-,HEMARTHROSE - ARTIC. MAIN
M25.05,3,805,-,"HEMARTHROSE - HANCHE, SACR.IL."
M25.06,3,805,-,HEMARTHROSE - ARTIC. GENOU
M25.07,3,805,-,"HEMARTHROSE - ARTIC. CHEV., PIED"
M25.08,3,805,-,HEMARTHROSE - ARTIC. AUTRES
M25.09,3,805,-,HEMARTHROSE - ARTIC. LOC. SAI
M25.1,3,805,-,FISTULE ARTIC.
M25.10,3,805,-,FISTULE ARTIC. - SIEGES MULT.
M25.11,3,805,-,FISTULE ARTIC. - ARTIC. EPAULE
M25.12,3,805,-,FISTULE ARTIC. - ARTIC. COUDE
M25.13,3,805,-,FISTULE ARTIC. - ARTIC. POIGNET
M25.14,3,805,-,FISTULE ARTIC. - ARTIC. MAIN
M25.15,3,805,-,"FISTULE ARTIC. - HANCHE, SACR.IL."
M25.16,3,805,-,FISTULE ARTIC. - ARTIC. GENOU
M25.17,3,805,-,"FISTULE ARTIC. - ARTIC. CHEV., PIED"
M25.18,3,805,-,FISTULE ARTIC. - ARTIC. AUTRES
M25.19,3,805,-,FISTULE ARTIC. - ARTIC. LOC. SAI
M30.0,2,737,-,PERIARTERITE NOUEUSE
M30.1,2,737,-,PERIARTERITE AVEC ATTEINTE PULM.
M30.2,2,737,-,PERIARTERITE JUV.
M30.3,2,737,-,SYND. ADENO-CUTANEO-MUQ.
M30.8,2,737,-,"AFF. APPARENTEES A LA PERIARTERITE NOUEUSE, NCA"
M31.0,2,640,-,ANGEITE D'HYPERSENSIBILITE
M31.1,2,62,-,MICROANGIOPATHIE THROMBOTIQUE
M31.3,2,672,-,GRANULOMATOSE DE WEGENER
M31.4,2,640,-,SYND. DE LA CROSSE AORT.
M31.5,2,640,-,ARTERITE A CELL. GEANTES AVEC POLYMYALGIE RHUM.
M31.6,2,640,-,"ARTERITES A CELL. GEANTES, NCA"
M31.7,2,640,-,MICROPOLYANGEITE MICRO.
M31.8,2,640,-,"VASCULOPATHIES NECROSANTES PREC., NCA"
M25.03,3,805,-,HEMARTHROSE - ARTIC. POIGNET
M25.04,3,805,-,HEMARTHROSE - ARTIC. MAIN
M25.05,3,805,-,"HEMARTHROSE - HANCHE, SACR.IL."
M25.06,3,805,-,HEMARTHROSE - ARTIC. GENOU
M25.07,3,805,-,"HEMARTHROSE - ARTIC. CHEV., PIED"
M25.08,3,805,-,HEMARTHROSE - ARTIC. AUTRES
M25.09,3,805,-,HEMARTHROSE - ARTIC. LOC. SAI
M25.1,3,805,-,FISTULE ARTIC.
M25.10,3,805,-,FISTULE ARTIC. - SIEGES MULT.
M25.11,3,805,-,FISTULE ARTIC. - ARTIC. EPAULE
M25.12,3,805,-,FISTULE ARTIC. - ARTIC. COUDE
M25.13,3,805,-,FISTULE ARTIC. - ARTIC. POIGNET
M25.14,3,805,-,FISTULE ARTIC. - ARTIC. MAIN
M25.15,3,805,-,"FISTULE ARTIC. - HANCHE, SACR.IL."
M25.16,3,805,-,FISTULE ARTIC. - ARTIC. GENOU
M25.17,3,805,-,"FISTULE ARTIC. - ARTIC. CHEV., PIED"
M25.18,3,805,-,FISTULE ARTIC. - ARTIC. AUTRES
M25.19,3,805,-,FISTULE ARTIC. - ARTIC. LOC. SAI
M30.0,2,737,-,PERIARTERITE NOUEUSE
M30.1,2,737,-,PERIARTERITE AVEC ATTEINTE PULM.
M30.2,2,737,-,PERIARTERITE JUV.
M30.3,2,737,-,SYND. ADENO-CUTANEO-MUQ.
M30.8,2,737,-,"AFF. APPARENTEES A LA PERIARTERITE NOUEUSE, NCA"
M31.0,2,640,-,ANGEITE D'HYPERSENSIBILITE
M31.1,2,62,-,MICROANGIOPATHIE THROMBOTIQUE
M31.3,2,672,-,GRANULOMATOSE DE WEGENER
M31.4,2,640,-,SYND. DE LA CROSSE AORT.
M31.5,2,640,-,ARTERITE A CELL. GEANTES AVEC POLYMYALGIE RHUM.
M31.6,2,640,-,"ARTERITES A CELL. GEANTES, NCA"
M31.7,2,640,-,MICROPOLYANGEITE MICRO.
M31.8,2,640,-,"VASCULOPATHIES NECROSANTES PREC., NCA"
M36.0,2,343,-,DERMATO MYOSITE AVEC MAL. TUMORALES
CMA,niv,"Listediag","Listeracine",Libellé
M36.1,2,343,-,ARTHROPATHIE AVEC MAL. TUMORALES CL. AILL.
M36.2,2,343,-,ARTHROPATHIE HEMOPHILIQUE
M36.3,2,343,-,ARTHROPATHIE AVEC AUTRES MAL. DU SANG CL. AILL.
M36.4,2,343,-,ARTHROPATHIE AVEC REAC. D'HYPERSENSIBILITE CL. AILL.
M36.8,2,343,-,ATTEINTES SYSTEMIQUES DU TISSSU CONJ. AVEC AUTRES MAL. CL. AILL.
M46.0,2,164,-,ENTHESOPATHIE SPINALE
M46.00,2,164,-,ENTHESOPATHIE SPINALE - LOC. VERTEB. MULT.
M46.01,2,164,-,"ENTHESOPATHIE SPINALE - OCC., ATLAS, AXIS"
M46.02,2,164,-,ENTHESOPATHIE SPINALE - CERVICALE
M46.03,2,164,-,ENTHESOPATHIE SPINALE - CERV.-DORS.
M46.04,2,164,-,ENTHESOPATHIE SPINALE - DORSALE
M46.05,2,164,-,ENTHESOPATHIE SPINALE - DORS.-LOMB.
M46.06,2,164,-,ENTHESOPATHIE SPINALE - LOMBAIRE
M46.07,2,164,-,ENTHESOPATHIE SPINALE - LOMBO-SACREE
M46.08,2,164,-,"ENTHESOPATHIE SPINALE - SACRUM, COCCYX"
M46.09,2,164,-,ENTHESOPATHIE SPINALE - LOC. VERTEB. SAI
M46.1,2,164,-,"SACRO-ILIITE, NCA"
M46.18,2,164,-,"SACRO-ILIITE, NCA SACRUM, COCCYX"
M46.2,4,183,-,OSTEOMYELITE VERTEB.
M46.20,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. MULT.
M46.21,4,183,-,"OSTEOMYELITE VERTEB. - OCC., ATLAS, AXIS"
M46.22,4,183,-,OSTEOMYELITE VERTEB. - CERVICALE
M46.23,4,183,-,OSTEOMYELITE VERTEB. - CERV.-DORS.
M46.24,4,183,-,OSTEOMYELITE VERTEB. - DORSALE
M46.25,4,183,-,OSTEOMYELITE VERTEB. - DORS.-LOMB.
M46.26,4,183,-,OSTEOMYELITE VERTEB. - LOMBAIRE
M46.27,4,183,-,OSTEOMYELITE VERTEB. - LOMBO-SACREE
M46.28,4,183,-,"OSTEOMYELITE VERTEB. - SACRUM, COCCYX"
M46.29,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. SAI
M46.3,4,441,-,INFECT. D'UN DISQUE INTERVERTEB.
M46.30,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. MULT.
M46.32,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERVICALE
M46.33,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERV.-DORS.
M46.34,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORSALE
M46.35,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORS.-LOMB.
M46.36,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBAIRE
M46.37,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBO-SACREE
M46.39,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. SAI
M46.4,4,441,-,"DISCITE, SAI"
M46.40,4,441,-,"DISCITE, SAI - LOC. VERTEB. MULT."
M46.42,4,441,-,"DISCITE, SAI - CERVICALE"
M46.43,4,441,-,"DISCITE, SAI - CERV.-DORS."
"",niv,"Listediag","Listeracine",Libellé
M36.1,2,343,-,ARTHROPATHIE AVEC MAL. TUMORALES CL. AILL.
M36.2,2,343,-,ARTHROPATHIE HEMOPHILIQUE
M36.3,2,343,-,ARTHROPATHIE AVEC AUTRES MAL. DU SANG CL. AILL.
M36.4,2,343,-,ARTHROPATHIE AVEC REAC. D'HYPERSENSIBILITE CL. AILL.
M36.8,2,343,-,ATTEINTES SYSTEMIQUES DU TISSSU CONJ. AVEC AUTRES MAL. CL. AILL.
M46.0,2,164,-,ENTHESOPATHIE SPINALE
M46.00,2,164,-,ENTHESOPATHIE SPINALE - LOC. VERTEB. MULT.
M46.01,2,164,-,"ENTHESOPATHIE SPINALE - OCC., ATLAS, AXIS"
M46.02,2,164,-,ENTHESOPATHIE SPINALE - CERVICALE
M46.03,2,164,-,ENTHESOPATHIE SPINALE - CERV.-DORS.
M46.04,2,164,-,ENTHESOPATHIE SPINALE - DORSALE
M46.05,2,164,-,ENTHESOPATHIE SPINALE - DORS.-LOMB.
M46.06,2,164,-,ENTHESOPATHIE SPINALE - LOMBAIRE
M46.07,2,164,-,ENTHESOPATHIE SPINALE - LOMBO-SACREE
M46.08,2,164,-,"ENTHESOPATHIE SPINALE - SACRUM, COCCYX"
M46.09,2,164,-,ENTHESOPATHIE SPINALE - LOC. VERTEB. SAI
M46.1,2,164,-,"SACRO-ILIITE, NCA"
M46.18,2,164,-,"SACRO-ILIITE, NCA SACRUM, COCCYX"
M46.2,4,183,-,OSTEOMYELITE VERTEB.
M46.20,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. MULT.
M46.21,4,183,-,"OSTEOMYELITE VERTEB. - OCC., ATLAS, AXIS"
M46.22,4,183,-,OSTEOMYELITE VERTEB. - CERVICALE
M46.23,4,183,-,OSTEOMYELITE VERTEB. - CERV.-DORS.
M46.24,4,183,-,OSTEOMYELITE VERTEB. - DORSALE
M46.25,4,183,-,OSTEOMYELITE VERTEB. - DORS.-LOMB.
M46.26,4,183,-,OSTEOMYELITE VERTEB. - LOMBAIRE
M46.27,4,183,-,OSTEOMYELITE VERTEB. - LOMBO-SACREE
M46.28,4,183,-,"OSTEOMYELITE VERTEB. - SACRUM, COCCYX"
M46.29,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. SAI
M46.3,4,441,-,INFECT. D'UN DISQUE INTERVERTEB.
M46.30,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. MULT.
M46.32,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERVICALE
M46.33,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERV.-DORS.
M46.34,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORSALE
M46.35,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORS.-LOMB.
M46.36,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBAIRE
M46.37,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBO-SACREE
M46.39,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. SAI
M46.4,4,441,-,"DISCITE, SAI"
M46.40,4,441,-,"DISCITE, SAI - LOC. VERTEB. MULT."
M46.42,4,441,-,"DISCITE, SAI - CERVICALE"
M46.43,4,441,-,"DISCITE, SAI - CERV.-DORS."
M46.05,2,164,-,ENTHESOPATHIE SPINALE - DORS.-LOMB.
M46.06,2,164,-,ENTHESOPATHIE SPINALE - LOMBAIRE
M46.07,2,164,-,ENTHESOPATHIE SPINALE - LOMBO-SACREE
M46.08,2,164,-,"ENTHESOPATHIE SPINALE - SACRUM, COCCYX"
M46.09,2,164,-,ENTHESOPATHIE SPINALE - LOC. VERTEB. SAI
M46.1,2,164,-,"SACRO-ILIITE, NCA"
M46.18,2,164,-,"SACRO-ILIITE, NCA SACRUM, COCCYX"
M46.2,4,183,-,OSTEOMYELITE VERTEB.
M46.20,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. MULT.
M46.21,4,183,-,"OSTEOMYELITE VERTEB. - OCC., ATLAS, AXIS"
M46.22,4,183,-,OSTEOMYELITE VERTEB. - CERVICALE
M46.23,4,183,-,OSTEOMYELITE VERTEB. - CERV.-DORS.
M46.24,4,183,-,OSTEOMYELITE VERTEB. - DORSALE
M46.25,4,183,-,OSTEOMYELITE VERTEB. - DORS.-LOMB.
M46.26,4,183,-,OSTEOMYELITE VERTEB. - LOMBAIRE
M46.27,4,183,-,OSTEOMYELITE VERTEB. - LOMBO-SACREE
M46.28,4,183,-,"OSTEOMYELITE VERTEB. - SACRUM, COCCYX"
M46.29,4,183,-,OSTEOMYELITE VERTEB. - LOC. VERTEB. SAI
M46.3,4,441,-,INFECT. D'UN DISQUE INTERVERTEB.
M46.30,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. MULT.
M46.32,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERVICALE
M46.33,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - CERV.-DORS.
M46.34,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORSALE
M46.35,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - DORS.-LOMB.
M46.36,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBAIRE
M46.37,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOMBO-SACREE
M46.39,4,441,-,INFECT. D'UN DISQUE INTERVERTEB. - LOC. VERTEB. SAI
M46.4,4,441,-,"DISCITE, SAI"
M46.40,4,441,-,"DISCITE, SAI - LOC. VERTEB. MULT."
M46.42,4,441,-,"DISCITE, SAI - CERVICALE"
M46.43,4,441,-,"DISCITE, SAI - CERV.-DORS."
M46.44,4,441,-,"DISCITE, SAI - DORSALE"
CMA,niv,"Listediag","Listeracine",Libellé
M46.45,4,441,-,"DISCITE, SAI - DORS.-LOMB."
M46.46,4,441,-,"DISCITE, SAI - LOMBAIRE"
M46.47,4,441,-,"DISCITE, SAI - LOMBO-SACREE"
M46.49,4,441,-,"DISCITE, SAI - LOC. VERTEB. SAI"
M46.5,4,521,-,"SPONDYLOPATHIES INFECT., NCA"
M46.50,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOC. VERTEB. MULT."
M46.51,4,521,-,"SPONDYLOPATHIES INFECT., NCA - OCC., ATLAS, AXIS"
M46.52,4,521,-,"SPONDYLOPATHIES INFECT., NCA - CERVICALE"
M46.53,4,521,-,"SPONDYLOPATHIES INFECT., NCA - CERV.-DORS."
M46.54,4,521,-,"SPONDYLOPATHIES INFECT., NCA - DORSALE"
M46.55,4,521,-,"SPONDYLOPATHIES INFECT., NCA - DORS.-LOMB."
M46.56,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBAIRE"
M46.57,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBO-SACREE"
M46.58,4,521,-,"SPONDYLOPATHIES INFECT., NCA - SACRUM, COCCYX"
M46.59,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOC. VERTEB. SAI"
M46.8,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA"
M46.80,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. MULT."
M46.81,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - OCC., ATLAS, AXIS"
M46.82,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERVICALE"
M46.83,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERV.-DORS."
M46.84,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORSALE"
M46.85,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORS.-LOMB."
M46.86,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBAIRE"
M46.87,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBO-SACREE"
M46.88,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - SACRUM, COCCYX"
M46.89,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. SAI"
M46.9,2,37,-,"SPONDYLOPATHIE INFL., SAI"
M46.90,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. MULT."
M46.91,2,37,-,"SPONDYLOPATHIE INFL., SAI - OCC., ATLAS, AXIS"
M46.92,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERVICALE"
M46.93,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERV.-DORS."
M46.94,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORSALE"
M46.95,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORS.-LOMB."
M46.96,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBAIRE"
M46.97,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBO-SACREE"
M46.98,2,37,-,"SPONDYLOPATHIE INFL., SAI - SACRUM, COCCYX"
M46.99,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. SAI"
M48.1,2,164,-,HYPEROSTOSE ANKYLOSANTE
M48.10,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOC. VERTEB. MULT.
M48.11,2,164,-,"HYPEROSTOSE ANKYLOSANTE - OCC., ATLAS, AXIS"
M48.12,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERVICALE
M48.13,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERV.-DORS.
"",niv,"Listediag","Listeracine",Libellé
M46.45,4,441,-,"DISCITE, SAI - DORS.-LOMB."
M46.46,4,441,-,"DISCITE, SAI - LOMBAIRE"
M46.47,4,441,-,"DISCITE, SAI - LOMBO-SACREE"
M46.49,4,441,-,"DISCITE, SAI - LOC. VERTEB. SAI"
M46.5,4,521,-,"SPONDYLOPATHIES INFECT., NCA"
M46.50,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOC. VERTEB. MULT."
M46.51,4,521,-,"SPONDYLOPATHIES INFECT., NCA - OCC., ATLAS, AXIS"
M46.52,4,521,-,"SPONDYLOPATHIES INFECT., NCA - CERVICALE"
M46.53,4,521,-,"SPONDYLOPATHIES INFECT., NCA - CERV.-DORS."
M46.54,4,521,-,"SPONDYLOPATHIES INFECT., NCA - DORSALE"
M46.55,4,521,-,"SPONDYLOPATHIES INFECT., NCA - DORS.-LOMB."
M46.56,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBAIRE"
M46.57,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBO-SACREE"
M46.58,4,521,-,"SPONDYLOPATHIES INFECT., NCA - SACRUM, COCCYX"
M46.59,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOC. VERTEB. SAI"
M46.8,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA"
M46.80,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. MULT."
M46.81,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - OCC., ATLAS, AXIS"
M46.82,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERVICALE"
M46.83,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERV.-DORS."
M46.84,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORSALE"
M46.85,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORS.-LOMB."
M46.86,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBAIRE"
M46.87,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBO-SACREE"
M46.88,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - SACRUM, COCCYX"
M46.89,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. SAI"
M46.9,2,37,-,"SPONDYLOPATHIE INFL., SAI"
M46.90,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. MULT."
M46.91,2,37,-,"SPONDYLOPATHIE INFL., SAI - OCC., ATLAS, AXIS"
M46.92,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERVICALE"
M46.93,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERV.-DORS."
M46.94,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORSALE"
M46.95,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORS.-LOMB."
M46.96,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBAIRE"
M46.97,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBO-SACREE"
M46.98,2,37,-,"SPONDYLOPATHIE INFL., SAI - SACRUM, COCCYX"
M46.99,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. SAI"
M48.1,2,164,-,HYPEROSTOSE ANKYLOSANTE
M48.10,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOC. VERTEB. MULT.
M48.11,2,164,-,"HYPEROSTOSE ANKYLOSANTE - OCC., ATLAS, AXIS"
M48.12,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERVICALE
M48.13,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERV.-DORS.
M46.56,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBAIRE"
M46.57,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOMBO-SACREE"
M46.58,4,521,-,"SPONDYLOPATHIES INFECT., NCA - SACRUM, COCCYX"
M46.59,4,521,-,"SPONDYLOPATHIES INFECT., NCA - LOC. VERTEB. SAI"
M46.8,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA"
M46.80,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. MULT."
M46.81,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - OCC., ATLAS, AXIS"
M46.82,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERVICALE"
M46.83,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - CERV.-DORS."
M46.84,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORSALE"
M46.85,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - DORS.-LOMB."
M46.86,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBAIRE"
M46.87,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOMBO-SACREE"
M46.88,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - SACRUM, COCCYX"
M46.89,2,441,-,"SPONDYLOPATHIES INFL. PREC., NCA - LOC. VERTEB. SAI"
M46.9,2,37,-,"SPONDYLOPATHIE INFL., SAI"
M46.90,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. MULT."
M46.91,2,37,-,"SPONDYLOPATHIE INFL., SAI - OCC., ATLAS, AXIS"
M46.92,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERVICALE"
M46.93,2,37,-,"SPONDYLOPATHIE INFL., SAI - CERV.-DORS."
M46.94,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORSALE"
M46.95,2,37,-,"SPONDYLOPATHIE INFL., SAI - DORS.-LOMB."
M46.96,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBAIRE"
M46.97,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOMBO-SACREE"
M46.98,2,37,-,"SPONDYLOPATHIE INFL., SAI - SACRUM, COCCYX"
M46.99,2,37,-,"SPONDYLOPATHIE INFL., SAI - LOC. VERTEB. SAI"
M48.1,2,164,-,HYPEROSTOSE ANKYLOSANTE
M48.10,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOC. VERTEB. MULT.
M48.11,2,164,-,"HYPEROSTOSE ANKYLOSANTE - OCC., ATLAS, AXIS"
M48.12,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERVICALE
M48.13,2,164,-,HYPEROSTOSE ANKYLOSANTE - CERV.-DORS.
M48.14,2,164,-,HYPEROSTOSE ANKYLOSANTE - DORSALE
CMA,niv,"Listediag","Listeracine",Libellé
