"",,Liste,Liste,
M48.15,2,164,-,HYPEROSTOSE ANKYLOSANTE - DORS.-LOMB.
M48.16,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOMBAIRE
M48.17,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOMBO-SACREE
M48.18,2,164,-,"HYPEROSTOSE ANKYLOSANTE - SACRUM, COCCYX"
M48.19,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOC. VERTEB. SAI
M48.2,2,164,-,ARTHROSE INTEREPINEUSE
M48.20,2,164,-,ARTHROSE INTEREPINEUSE - LOC. VERTEB. MULT.
M48.21,2,164,-,"ARTHROSE INTEREPINEUSE - OCC., ATLAS, AXIS"
M48.22,2,164,-,ARTHROSE INTEREPINEUSE - CERVICALE
M48.23,2,164,-,ARTHROSE INTEREPINEUSE - CERV.-DORS.
M48.24,2,164,-,ARTHROSE INTEREPINEUSE - DORSALE
M48.25,2,164,-,ARTHROSE INTEREPINEUSE - DORS.-LOMB.
M48.26,2,164,-,ARTHROSE INTEREPINEUSE - LOMBAIRE
M48.27,2,164,-,ARTHROSE INTEREPINEUSE - LOMBO-SACREE
M48.29,2,164,-,ARTHROSE INTEREPINEUSE - LOC. VERTEB. SAI
M48.3,2,164,-,SPONDYLOPATHIE TRAUMA.
M48.30,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. MULT.
M48.31,2,164,-,"SPONDYLOPATHIE TRAUMA. - OCC., ATLAS, AXIS"
M48.32,2,164,-,SPONDYLOPATHIE TRAUMA. - CERVICALE
M48.33,2,164,-,SPONDYLOPATHIE TRAUMA. - CERV.-DORS.
M48.34,2,164,-,SPONDYLOPATHIE TRAUMA. - DORSALE
M48.35,2,164,-,SPONDYLOPATHIE TRAUMA. - DORS.-LOMB.
M48.36,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBAIRE
M48.37,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBO-SACREE
M48.38,2,164,-,"SPONDYLOPATHIE TRAUMA. - SACRUM, COCCYX"
M48.39,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. SAI
M48.4,2,164,-,FRAC. VERTEB. DE FATIGUE
M48.40,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. MULT.
M48.41,2,164,-,"FRAC. VERTEB. DE FATIGUE - OCC., ATLAS, AXIS"
M48.42,2,164,-,FRAC. VERTEB. DE FATIGUE - CERVICALE
M48.43,2,164,-,FRAC. VERTEB. DE FATIGUE - CERV.-DORS.
M48.44,2,164,-,FRAC. VERTEB. DE FATIGUE - DORSALE
M48.45,2,164,-,FRAC. VERTEB. DE FATIGUE - DORS.-LOMB.
M48.46,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBAIRE
M48.47,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBO-SACREE
M48.48,2,164,-,"FRAC. VERTEB. DE FATIGUE - SACRUM, COCCYX"
M48.49,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. SAI
M48.5,2,677,-,"TASSEMENT VERTEB., NCA"
M48.50,2,677,-,"TASSEMENT VERTEB., NCA - LOC. VERTEB. MULT."
M48.51,2,677,-,"TASSEMENT VERTEB., NCA - OCC., ATLAS, AXIS"
M48.52,2,677,-,"TASSEMENT VERTEB., NCA - CERVICALE"
M48.53,2,677,-,"TASSEMENT VERTEB., NCA - CERV.-DORS."
"",niv,"Listediag","Listeracine",Libellé
M48.15,2,164,-,HYPEROSTOSE ANKYLOSANTE - DORS.-LOMB.
M48.16,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOMBAIRE
M48.17,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOMBO-SACREE
M48.18,2,164,-,"HYPEROSTOSE ANKYLOSANTE - SACRUM, COCCYX"
M48.19,2,164,-,HYPEROSTOSE ANKYLOSANTE - LOC. VERTEB. SAI
M48.2,2,164,-,ARTHROSE INTEREPINEUSE
M48.20,2,164,-,ARTHROSE INTEREPINEUSE - LOC. VERTEB. MULT.
M48.21,2,164,-,"ARTHROSE INTEREPINEUSE - OCC., ATLAS, AXIS"
M48.22,2,164,-,ARTHROSE INTEREPINEUSE - CERVICALE
M48.23,2,164,-,ARTHROSE INTEREPINEUSE - CERV.-DORS.
M48.24,2,164,-,ARTHROSE INTEREPINEUSE - DORSALE
M48.25,2,164,-,ARTHROSE INTEREPINEUSE - DORS.-LOMB.
M48.26,2,164,-,ARTHROSE INTEREPINEUSE - LOMBAIRE
M48.27,2,164,-,ARTHROSE INTEREPINEUSE - LOMBO-SACREE
M48.29,2,164,-,ARTHROSE INTEREPINEUSE - LOC. VERTEB. SAI
M48.3,2,164,-,SPONDYLOPATHIE TRAUMA.
M48.30,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. MULT.
M48.31,2,164,-,"SPONDYLOPATHIE TRAUMA. - OCC., ATLAS, AXIS"
M48.32,2,164,-,SPONDYLOPATHIE TRAUMA. - CERVICALE
M48.33,2,164,-,SPONDYLOPATHIE TRAUMA. - CERV.-DORS.
M48.34,2,164,-,SPONDYLOPATHIE TRAUMA. - DORSALE
M48.35,2,164,-,SPONDYLOPATHIE TRAUMA. - DORS.-LOMB.
M48.36,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBAIRE
M48.37,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBO-SACREE
M48.38,2,164,-,"SPONDYLOPATHIE TRAUMA. - SACRUM, COCCYX"
M48.39,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. SAI
M48.4,2,164,-,FRAC. VERTEB. DE FATIGUE
M48.40,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. MULT.
M48.41,2,164,-,"FRAC. VERTEB. DE FATIGUE - OCC., ATLAS, AXIS"
M48.42,2,164,-,FRAC. VERTEB. DE FATIGUE - CERVICALE
M48.43,2,164,-,FRAC. VERTEB. DE FATIGUE - CERV.-DORS.
M48.44,2,164,-,FRAC. VERTEB. DE FATIGUE - DORSALE
M48.45,2,164,-,FRAC. VERTEB. DE FATIGUE - DORS.-LOMB.
M48.46,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBAIRE
M48.47,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBO-SACREE
M48.48,2,164,-,"FRAC. VERTEB. DE FATIGUE - SACRUM, COCCYX"
M48.49,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. SAI
M48.5,2,677,-,"TASSEMENT VERTEB., NCA"
M48.50,2,677,-,"TASSEMENT VERTEB., NCA - LOC. VERTEB. MULT."
M48.51,2,677,-,"TASSEMENT VERTEB., NCA - OCC., ATLAS, AXIS"
M48.52,2,677,-,"TASSEMENT VERTEB., NCA - CERVICALE"
M48.53,2,677,-,"TASSEMENT VERTEB., NCA - CERV.-DORS."
M48.25,2,164,-,ARTHROSE INTEREPINEUSE - DORS.-LOMB.
M48.26,2,164,-,ARTHROSE INTEREPINEUSE - LOMBAIRE
M48.27,2,164,-,ARTHROSE INTEREPINEUSE - LOMBO-SACREE
M48.29,2,164,-,ARTHROSE INTEREPINEUSE - LOC. VERTEB. SAI
M48.3,2,164,-,SPONDYLOPATHIE TRAUMA.
M48.30,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. MULT.
M48.31,2,164,-,"SPONDYLOPATHIE TRAUMA. - OCC., ATLAS, AXIS"
M48.32,2,164,-,SPONDYLOPATHIE TRAUMA. - CERVICALE
M48.33,2,164,-,SPONDYLOPATHIE TRAUMA. - CERV.-DORS.
M48.34,2,164,-,SPONDYLOPATHIE TRAUMA. - DORSALE
M48.35,2,164,-,SPONDYLOPATHIE TRAUMA. - DORS.-LOMB.
M48.36,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBAIRE
M48.37,2,164,-,SPONDYLOPATHIE TRAUMA. - LOMBO-SACREE
M48.38,2,164,-,"SPONDYLOPATHIE TRAUMA. - SACRUM, COCCYX"
M48.39,2,164,-,SPONDYLOPATHIE TRAUMA. - LOC. VERTEB. SAI
M48.4,2,164,-,FRAC. VERTEB. DE FATIGUE
M48.40,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. MULT.
M48.41,2,164,-,"FRAC. VERTEB. DE FATIGUE - OCC., ATLAS, AXIS"
M48.42,2,164,-,FRAC. VERTEB. DE FATIGUE - CERVICALE
M48.43,2,164,-,FRAC. VERTEB. DE FATIGUE - CERV.-DORS.
M48.44,2,164,-,FRAC. VERTEB. DE FATIGUE - DORSALE
M48.45,2,164,-,FRAC. VERTEB. DE FATIGUE - DORS.-LOMB.
M48.46,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBAIRE
M48.47,2,164,-,FRAC. VERTEB. DE FATIGUE - LOMBO-SACREE
M48.48,2,164,-,"FRAC. VERTEB. DE FATIGUE - SACRUM, COCCYX"
M48.49,2,164,-,FRAC. VERTEB. DE FATIGUE - LOC. VERTEB. SAI
M48.5,2,677,-,"TASSEMENT VERTEB., NCA"
M48.50,2,677,-,"TASSEMENT VERTEB., NCA - LOC. VERTEB. MULT."
M48.51,2,677,-,"TASSEMENT VERTEB., NCA - OCC., ATLAS, AXIS"
M48.52,2,677,-,"TASSEMENT VERTEB., NCA - CERVICALE"
M48.53,2,677,-,"TASSEMENT VERTEB., NCA - CERV.-DORS."
M48.54,2,677,-,"TASSEMENT VERTEB., NCA - DORSALE"
CMA,niv,"Listediag","Listeracine",Libellé
M48.55,2,677,-,"TASSEMENT VERTEB., NCA - DORS.-LOMB."
M48.56,2,677,-,"TASSEMENT VERTEB., NCA - LOMBAIRE"
M48.57,2,677,-,"TASSEMENT VERTEB., NCA - LOMBO-SACREE"
M48.58,2,677,-,"TASSEMENT VERTEB., NCA - SACRUM, COCCYX"
M48.59,2,677,-,"TASSEMENT VERTEB., NCA - LOC. VERTEB. SAI"
M49.0,3,164,-,TUBERC. VERTEB.
M49.00,3,164,-,TUBERC. VERTEB. - LOC. VERTEB. MULT.
M49.01,3,164,-,"TUBERC. VERTEB. - OCC., ATLAS, AXIS"
M49.02,3,164,-,TUBERC. VERTEB. - CERVICALE
M49.03,3,164,-,TUBERC. VERTEB. - CERV.-DORS.
M49.04,3,164,-,TUBERC. VERTEB. - DORSALE
M49.05,3,164,-,TUBERC. VERTEB. - DORS.-LOMB.
M49.06,3,164,-,TUBERC. VERTEB. - LOMBAIRE
M49.07,3,164,-,TUBERC. VERTEB. - LOMBO-SACREE
M49.08,3,164,-,"TUBERC. VERTEB. - SACRUM, COCCYX"
M49.09,3,164,-,TUBERC. VERTEB. - LOC. VERTEB. SAI
M49.1,4,164,-,SPONDYLITE AVEC BRUCELLOSE
M49.10,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. MULT.
M49.11,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - OCC., ATLAS, AXIS"
M49.12,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERVICALE
M49.13,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERV.-DORS.
M49.14,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORSALE
M49.15,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORS.-LOMB.
M49.16,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBAIRE
M49.17,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBO-SACREE
M49.18,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - SACRUM, COCCYX"
M49.19,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. SAI
M49.2,4,164,-,SPONDYLITE ENTEROBACTERIENNE
M49.20,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. MULT.
M49.21,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - OCC., ATLAS, AXIS"
M49.22,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERVICALE
M49.23,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERV.-DORS.
M49.24,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORSALE
M49.25,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORS.-LOMB.
M49.26,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBAIRE
M49.27,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBO-SACREE
M49.28,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - SACRUM, COCCYX"
M49.29,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. SAI
M49.3,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL."
M49.30,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOC. MULT."
M49.31,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - OCC., ATLAS"
M49.32,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - CERVICALE"
"",niv,"Listediag","Listeracine",Libellé
M48.55,2,677,-,"TASSEMENT VERTEB., NCA - DORS.-LOMB."
M48.56,2,677,-,"TASSEMENT VERTEB., NCA - LOMBAIRE"
M48.57,2,677,-,"TASSEMENT VERTEB., NCA - LOMBO-SACREE"
M48.58,2,677,-,"TASSEMENT VERTEB., NCA - SACRUM, COCCYX"
M48.59,2,677,-,"TASSEMENT VERTEB., NCA - LOC. VERTEB. SAI"
M49.0,3,164,-,TUBERC. VERTEB.
M49.00,3,164,-,TUBERC. VERTEB. - LOC. VERTEB. MULT.
M49.01,3,164,-,"TUBERC. VERTEB. - OCC., ATLAS, AXIS"
M49.02,3,164,-,TUBERC. VERTEB. - CERVICALE
M49.03,3,164,-,TUBERC. VERTEB. - CERV.-DORS.
M49.04,3,164,-,TUBERC. VERTEB. - DORSALE
M49.05,3,164,-,TUBERC. VERTEB. - DORS.-LOMB.
M49.06,3,164,-,TUBERC. VERTEB. - LOMBAIRE
M49.07,3,164,-,TUBERC. VERTEB. - LOMBO-SACREE
M49.08,3,164,-,"TUBERC. VERTEB. - SACRUM, COCCYX"
M49.09,3,164,-,TUBERC. VERTEB. - LOC. VERTEB. SAI
M49.1,4,164,-,SPONDYLITE AVEC BRUCELLOSE
M49.10,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. MULT.
M49.11,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - OCC., ATLAS, AXIS"
M49.12,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERVICALE
M49.13,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERV.-DORS.
M49.14,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORSALE
M49.15,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORS.-LOMB.
M49.16,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBAIRE
M49.17,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBO-SACREE
M49.18,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - SACRUM, COCCYX"
M49.19,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. SAI
M49.2,4,164,-,SPONDYLITE ENTEROBACTERIENNE
M49.20,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. MULT.
M49.21,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - OCC., ATLAS, AXIS"
M49.22,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERVICALE
M49.23,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERV.-DORS.
M49.24,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORSALE
M49.25,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORS.-LOMB.
M49.26,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBAIRE
M49.27,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBO-SACREE
M49.28,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - SACRUM, COCCYX"
M49.29,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. SAI
M49.3,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL."
M49.30,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOC. MULT."
M49.31,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - OCC., ATLAS"
M49.32,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - CERVICALE"
M49.05,3,164,-,TUBERC. VERTEB. - DORS.-LOMB.
M49.06,3,164,-,TUBERC. VERTEB. - LOMBAIRE
M49.07,3,164,-,TUBERC. VERTEB. - LOMBO-SACREE
M49.08,3,164,-,"TUBERC. VERTEB. - SACRUM, COCCYX"
M49.09,3,164,-,TUBERC. VERTEB. - LOC. VERTEB. SAI
M49.1,4,164,-,SPONDYLITE AVEC BRUCELLOSE
M49.10,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. MULT.
M49.11,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - OCC., ATLAS, AXIS"
M49.12,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERVICALE
M49.13,4,164,-,SPONDYLITE AVEC BRUCELLOSE - CERV.-DORS.
M49.14,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORSALE
M49.15,4,164,-,SPONDYLITE AVEC BRUCELLOSE - DORS.-LOMB.
M49.16,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBAIRE
M49.17,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOMBO-SACREE
M49.18,4,164,-,"SPONDYLITE AVEC BRUCELLOSE - SACRUM, COCCYX"
M49.19,4,164,-,SPONDYLITE AVEC BRUCELLOSE - LOC. VERTEB. SAI
M49.2,4,164,-,SPONDYLITE ENTEROBACTERIENNE
M49.20,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. MULT.
M49.21,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - OCC., ATLAS, AXIS"
M49.22,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERVICALE
M49.23,4,164,-,SPONDYLITE ENTEROBACTERIENNE - CERV.-DORS.
M49.24,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORSALE
M49.25,4,164,-,SPONDYLITE ENTEROBACTERIENNE - DORS.-LOMB.
M49.26,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBAIRE
M49.27,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOMBO-SACREE
M49.28,4,164,-,"SPONDYLITE ENTEROBACTERIENNE - SACRUM, COCCYX"
M49.29,4,164,-,SPONDYLITE ENTEROBACTERIENNE - LOC. VERTEB. SAI
M49.3,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL."
M49.30,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOC. MULT."
M49.31,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - OCC., ATLAS"
M49.32,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - CERVICALE"
M49.33,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - CERV.-DORS."
CMA,niv,"Listediag","Listeracine",Libellé
M49.34,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - DORSALE"
M49.35,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - DORS.-LOMB."
M49.36,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOMBAIRE"
M49.37,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOMBO-SACREE"
M49.38,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - SACRUM, COCCYX"
M49.39,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOC. VERTEB. SAI"
M49.5,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL.
M49.50,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. MULT.
M49.51,3,677,-,"TASSEMENT VERTEB. AVEC MAL. CL. AILL. - OCC., ATLAS, AXIS"
M49.52,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERVICALE
M49.53,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERV.-DORS.
M49.54,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORSALE
M49.55,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORS.-LOMB.
M49.56,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBAIRE
M49.57,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBO-SACREE
M49.58,3,677,-,"TASSEMENT VERTEB. AVEC MAL. CL. AILL. - SACRUM, COCCYX"
M49.59,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. SAI
M54.3,2,655,-,SCIATIQUE
M54.30,2,655,-,SCIATIQUE - LOC. VERTEB. MULT.
M54.36,2,655,-,SCIATIQUE - LOMBAIRE
M54.37,2,655,-,SCIATIQUE - LOMBO-SACREE
M54.38,2,655,-,"SCIATIQUE - SACRUM, COCCYX"
M54.39,2,655,-,SCIATIQUE - LOC. VERTEB. SAI
M54.4,2,655,-,LUMBAGO AVEC SCIATIQUE
M54.40,2,655,-,LUMBAGO AVEC SCIATIQUE - LOC. VERTEB. MULT.
M54.46,2,655,-,LUMBAGO AVEC SCIATIQUE - LOMBAIRE
M54.47,2,655,-,LUMBAGO AVEC SCIATIQUE - LOMBO-SACREE
M54.48,2,655,-,"LUMBAGO AVEC SCIATIQUE - SACRUM, COCCYX"
M54.49,2,655,-,LUMBAGO AVEC SCIATIQUE - LOC. VERTEB. SAI
M60.0,4,179,-,MYOSITE INFECT.
M60.00,4,179,-,MYOSITE INFECT. - SIEGES MULT.
M60.01,4,179,-,MYOSITE INFECT. - EPAULE
M60.02,4,179,-,MYOSITE INFECT. - BRAS
M60.03,4,179,-,MYOSITE INFECT. - AVANT-BRAS
M60.04,4,179,-,MYOSITE INFECT. - MAIN
M60.05,4,179,-,"MYOSITE INFECT. - BASSIN, CUISSE"
M60.06,4,179,-,MYOSITE INFECT. - JAMBE
M60.07,4,179,-,"MYOSITE INFECT. - CHEV., PIED"
M60.08,4,179,-,MYOSITE INFECT. - AUTRES LOC.
M60.09,4,179,-,MYOSITE INFECT. - LOC. SAI
M61.2,2,719,-,CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES
M61.20,2,719,-,CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - SIEGES MULT.
"",niv,"Listediag","Listeracine",Libellé
M49.34,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - DORSALE"
M49.35,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - DORS.-LOMB."
M49.36,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOMBAIRE"
M49.37,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOMBO-SACREE"
M49.38,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - SACRUM, COCCYX"
M49.39,4,164,-,"SPONDYLOPATHIE AV. AUT. MAL. INF., PARAS. CL. AILL. - LOC. VERTEB. SAI"
M49.5,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL.
M49.50,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. MULT.
M49.51,3,677,-,"TASSEMENT VERTEB. AVEC MAL. CL. AILL. - OCC., ATLAS, AXIS"
M49.52,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERVICALE
M49.53,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERV.-DORS.
M49.54,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORSALE
M49.55,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORS.-LOMB.
M49.56,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBAIRE
M49.57,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBO-SACREE
M49.58,3,677,-,"TASSEMENT VERTEB. AVEC MAL. CL. AILL. - SACRUM, COCCYX"
M49.59,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. SAI
M54.3,2,655,-,SCIATIQUE
M54.30,2,655,-,SCIATIQUE - LOC. VERTEB. MULT.
M54.36,2,655,-,SCIATIQUE - LOMBAIRE
M54.37,2,655,-,SCIATIQUE - LOMBO-SACREE
M54.38,2,655,-,"SCIATIQUE - SACRUM, COCCYX"
M54.39,2,655,-,SCIATIQUE - LOC. VERTEB. SAI
M54.4,2,655,-,LUMBAGO AVEC SCIATIQUE
M54.40,2,655,-,LUMBAGO AVEC SCIATIQUE - LOC. VERTEB. MULT.
M54.46,2,655,-,LUMBAGO AVEC SCIATIQUE - LOMBAIRE
M54.47,2,655,-,LUMBAGO AVEC SCIATIQUE - LOMBO-SACREE
M54.48,2,655,-,"LUMBAGO AVEC SCIATIQUE - SACRUM, COCCYX"
M54.49,2,655,-,LUMBAGO AVEC SCIATIQUE - LOC. VERTEB. SAI
M60.0,4,179,-,MYOSITE INFECT.
M60.00,4,179,-,MYOSITE INFECT. - SIEGES MULT.
M60.01,4,179,-,MYOSITE INFECT. - EPAULE
M60.02,4,179,-,MYOSITE INFECT. - BRAS
M60.03,4,179,-,MYOSITE INFECT. - AVANT-BRAS
M60.04,4,179,-,MYOSITE INFECT. - MAIN
M60.05,4,179,-,"MYOSITE INFECT. - BASSIN, CUISSE"
M60.06,4,179,-,MYOSITE INFECT. - JAMBE
M60.07,4,179,-,"MYOSITE INFECT. - CHEV., PIED"
M60.08,4,179,-,MYOSITE INFECT. - AUTRES LOC.
M60.09,4,179,-,MYOSITE INFECT. - LOC. SAI
M61.2,2,719,-,CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES
M61.20,2,719,-,CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - SIEGES MULT.
M49.54,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORSALE
M49.55,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORS.-LOMB.
M49.56,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBAIRE
M49.57,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBO-SACREE
M49.58,3,677,-,"TASSEMENT VERTEB. AVEC MAL. CL. AILL. - SACRUM, COCCYX"
M49.59,3,677,-,TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. SAI
M54.3,2,655,-,SCIATIQUE
M54.30,2,655,-,SCIATIQUE - LOC. VERTEB. MULT.
M54.36,2,655,-,SCIATIQUE - LOMBAIRE
M54.37,2,655,-,SCIATIQUE - LOMBO-SACREE
M54.38,2,655,-,"SCIATIQUE - SACRUM, COCCYX"
M54.39,2,655,-,SCIATIQUE - LOC. VERTEB. SAI
M54.4,2,655,-,LUMBAGO AVEC SCIATIQUE
M54.40,2,655,-,LUMBAGO AVEC SCIATIQUE - LOC. VERTEB. MULT.
